вони,third,plural,nominative
воно,third,singular,neuter,nominative
він,third,singular,masculine,nominative
вона,third,singular,feminine,nominative
ви,second,plural,nominative
ти,second,singular,nominative
ми,first,plural,nominative
я,first,singular,nominative
їх,third,plural,genitive
них,third,plural,genitive,adposition
його,third,singular,neuter,genitive
нього,third,singular,neuter,genitive,adposition
його,third,singular,masculine,genitive
нього,third,singular,masculine,genitive,adposition
її,third,singular,feminine,genitive
неї,third,singular,feminine,genitive,adposition
вас,second,plural,genitive
тебе,second,singular,genitive
нас,first,plural,genitive
мене,first,singular,genitive
їм,third,plural,dative
йому,third,singular,neuter,dative
йому,third,singular,masculine,dative
їй,third,singular,feminine,dative
вам,second,plural,dative
тобі,second,singular,dative
нам,first,plural,dative
мені,first,singular,dative
їх,third,plural,accusative
них,third,plural,accusative,adposition
його,third,singular,neuter,accusative
нього,third,singular,neuter,accusative,adposition
його,third,singular,masculine,accusative
нього,third,singular,masculine,accusative,adposition
її,third,singular,feminine,accusative
неї,third,singular,feminine,accusative,adposition
вас,second,plural,accusative
тебе,second,singular,accusative
нас,first,plural,accusative
мене,first,singular,accusative
ними,third,plural,instrumental
ним,third,singular,masculine,instrumental
ним,third,singular,neuter,instrumental
нею,third,singular,feminine,instrumental
вами,second,plural,instrumental
тобою,second,singular,instrumental
нами,first,plural,instrumental
мною,first,singular,instrumental
них,third,plural,locative
ньому,third,singular,neuter,locative
нім,third,singular,neuter,locative,adposition
ньому,third,singular,masculine,locative
нім,third,singular,masculine,locative,adposition
ній,third,singular,feminine,locative
вас,second,plural,locative
тобі,second,singular,locative
нас,first,plural,locative
мені,first,singular,locative
моє,first,singular,nominative,possessive,independent,neuter,dependency=singular
мій,first,singular,nominative,possessive,independent,masculine,dependency=singular
моя,first,singular,nominative,possessive,independent,feminine,dependency=singular
мої,first,singular,nominative,possessive,independent,dependency=plural
мого,first,singular,genitive,possessive,independent,neuter,dependency=singular
мого,first,singular,genitive,possessive,independent,masculine,dependency=singular
моєї,first,singular,genitive,possessive,independent,feminine,dependency=singular
моїх,first,singular,genitive,possessive,independent,dependency=plural
моєму,first,singular,dative,possessive,independent,neuter,dependency=singular
моєму,first,singular,dative,possessive,independent,masculine,dependency=singular
моїй,first,singular,dative,possessive,independent,feminine,dependency=singular
моїм,first,singular,dative,possessive,independent,dependency=plural
моє,first,singular,accusative,possessive,animate,independent,neuter,dependency=singular
мій,first,singular,accusative,possessive,animate,independent,masculine,dependency=singular
моя,first,singular,accusative,possessive,animate,independent,feminine,dependency=singular
мої,first,singular,accusative,possessive,animate,independent,dependency=plural
мого,first,singular,accusative,possessive,inanimate,independent,neuter,dependency=singular
мого,first,singular,accusative,possessive,inanimate,independent,masculine,dependency=singular
моєї,first,singular,accusative,possessive,inanimate,independent,feminine,dependency=singular
моїх,first,singular,accusative,possessive,inanimate,independent,dependency=plural
моїм,first,singular,instrumental,possessive,independent,neuter,dependency=singular
моїм,first,singular,instrumental,possessive,independent,masculine,dependency=singular
моєю,first,singular,instrumental,possessive,independent,feminine,dependency=singular
моїми,first,singular,instrumental,possessive,independent,dependency=plural
моєму,first,singular,locative,possessive,independent,neuter,dependency=singular
моєму,first,singular,locative,possessive,independent,masculine,dependency=singular
моїй,first,singular,locative,possessive,independent,feminine,dependency=singular
моїх,first,singular,locative,possessive,independent,dependency=plural
наше,first,plural,nominative,possessive,independent,neuter,dependency=singular
наш,first,plural,nominative,possessive,independent,masculine,dependency=singular
наша,first,plural,nominative,possessive,independent,feminine,dependency=singular
наші,first,plural,nominative,possessive,independent,dependency=plural
нашого,first,plural,genitive,possessive,independent,neuter,dependency=singular
нашого,first,plural,genitive,possessive,independent,masculine,dependency=singular
нашої,first,plural,genitive,possessive,independent,feminine,dependency=singular
наших,first,plural,genitive,possessive,independent,dependency=plural
нашому,first,plural,dative,possessive,independent,neuter,dependency=singular
нашому,first,plural,dative,possessive,independent,masculine,dependency=singular
нашій,first,plural,dative,possessive,independent,feminine,dependency=singular
нашим,first,plural,dative,possessive,independent,dependency=plural
нашого,first,plural,accusative,possessive,animate,independent,neuter,dependency=singular
нашого,first,plural,accusative,possessive,animate,independent,masculine,dependency=singular
нашої,first,plural,accusative,possessive,animate,independent,feminine,dependency=singular
наших,first,plural,accusative,possessive,animate,independent,dependency=plural
наше,first,plural,accusative,possessive,inanimate,independent,neuter,dependency=singular
наш,first,plural,accusative,possessive,inanimate,independent,masculine,dependency=singular
наша,first,plural,accusative,possessive,inanimate,independent,feminine,dependency=singular
наші,first,plural,accusative,possessive,inanimate,independent,dependency=plural
нашим,first,plural,instrumental,possessive,independent,neuter,dependency=singular
нашим,first,plural,instrumental,possessive,independent,masculine,dependency=singular
нашою,first,plural,instrumental,possessive,independent,feminine,dependency=singular
нашими,first,plural,instrumental,possessive,independent,dependency=plural
нашому,first,plural,locative,possessive,independent,neuter,dependency=singular
нашому,first,plural,locative,possessive,independent,masculine,dependency=singular
нашій,first,plural,locative,possessive,independent,feminine,dependency=singular
наших,first,plural,locative,possessive,independent,dependency=plural
твоє,second,singular,nominative,possessive,independent,neuter,dependency=singular
твій,second,singular,nominative,possessive,independent,masculine,dependency=singular
твоя,second,singular,nominative,possessive,independent,feminine,dependency=singular
твої,second,singular,nominative,possessive,independent,dependency=plural
твого,second,singular,genitive,possessive,independent,neuter,dependency=singular
твого,second,singular,genitive,possessive,independent,masculine,dependency=singular
твоєї,second,singular,genitive,possessive,independent,feminine,dependency=singular
твоїх,second,singular,genitive,possessive,independent,dependency=plural
твоєму,second,singular,dative,possessive,independent,neuter,dependency=singular
твоєму,second,singular,dative,possessive,independent,masculine,dependency=singular
твоїй,second,singular,dative,possessive,independent,feminine,dependency=singular
твоїм,second,singular,dative,possessive,independent,dependency=plural
твого,second,singular,accusative,possessive,animate,independent,neuter,dependency=singular
