sie,third,plural,nominative
er,third,singular,masculine,nominative
sie,third,singular,feminine,nominative
es,third,singular,neuter,nominative
du,second,singular,gender,nominative
ihr,second,plural,gender,nominative
ich,first,singular,gender,nominative
wir,first,plural,gender,nominative
es,third,singular,accusative
ihn,third,singular,accusative,masculine
sie,third,singular,accusative,feminine
sie,third,plural,accusative
dich,second,singular,accusative
euch,second,plural,accusative
mich,first,singular,accusative
uns,first,plural,accusative
ihm,third,singular,dative,gender
ihr,third,singular,dative,feminine
ihnen,third,plural,dative
dir,second,singular,dative
euch,second,plural,dative
mir,first,singular,dative
uns,first,plural,dative
meine,first,singular,dependent,genitive,dependency=nominative,dependency=plural
deines,second,singular,dependent,genitive,dependency=genitive,dependency=singular,dependency=masculine
deines,second,singular,dependent,genitive,dependency=genitive,dependency=singular,dependency=neuter
deiner,second,singular,dependent,genitive,dependency=genitive,dependency=singular,dependency=feminine
deine,second,singular,independent,genitive,dependency=nominative,dependency=plural
deiner,second,singular,independent,genitive,dependency=nominative,dependency=singular,dependency=masculine
deins,second,singular,independent,genitive,dependency=nominative,dependency=singular,dependency=neuter
deine,second,singular,independent,genitive,dependency=nominative,dependency=singular,dependency=feminine
deine,second,singular,independent,genitive,dependency=accusative,dependency=plural
deinen,second,singular,independent,genitive,dependency=accusative,dependency=singular,dependency=masculine
deins,second,singular,independent,genitive,dependency=accusative,dependency=singular,dependency=neuter
deine,second,singular,independent,genitive,dependency=accusative,dependency=singular,dependency=feminine
deinen,second,singular,independent,genitive,dependency=dative,dependency=plural
deinem,second,singular,independent,genitive,dependency=dative,dependency=singular,dependency=masculine
deinem,second,singular,independent,genitive,dependency=dative,dependency=singular,dependency=neuter
deiner,second,singular,independent,genitive,dependency=dative,dependency=singular,dependency=feminine
deiner,second,singular,independent,genitive,dependency=genitive,dependency=plural
deines,second,singular,independent,genitive,dependency=genitive,dependency=singular,dependency=masculine
deines,second,singular,independent,genitive,dependency=genitive,dependency=singular,dependency=neuter
deiner,second,singular,independent,genitive,dependency=genitive,dependency=singular,dependency=feminine
unsere,first,plural,dependent,genitive,dependency=nominative,dependency=plural
unser,first,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=masculine
unser,first,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=neuter
unsere,first,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=feminine
unsere,first,plural,dependent,genitive,dependency=accusative,dependency=plural
unseren,first,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=masculine
unser,first,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=neuter
unsere,first,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=feminine
unseren,first,plural,dependent,genitive,dependency=dative,dependency=plural
unserem,first,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=masculine
unserem,first,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=neuter
unserer,first,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=feminine
unserer,first,plural,dependent,genitive,dependency=genitive,dependency=plural
unseres,first,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=masculine
unseres,first,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=neuter
unserer,first,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=feminine
unsere,first,plural,independent,genitive,dependency=nominative,dependency=plural
unserer,first,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=masculine
unseres,first,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=neuter
unsere,first,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=feminine
unsere,first,plural,independent,genitive,dependency=accusative,dependency=plural
unseren,first,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=masculine
unseres,first,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=neuter
unsere,first,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=feminine
unseren,first,plural,independent,genitive,dependency=dative,dependency=plural
unserem,first,plural,independent,genitive,dependency=dative,dependency=singular,dependency=masculine
unserem,first,plural,independent,genitive,dependency=dative,dependency=singular,dependency=neuter
unserer,first,plural,independent,genitive,dependency=dative,dependency=singular,dependency=feminine
unserer,first,plural,independent,genitive,dependency=genitive,dependency=plural
unseres,first,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=masculine
unseres,first,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=neuter
unserer,first,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=feminine
eure,second,plural,dependent,genitive,dependency=nominative,dependency=plural
euer,second,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=masculine
euer,second,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=neuter
eure,second,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=feminine
eure,second,plural,dependent,genitive,dependency=accusative,dependency=plural
euren,second,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=masculine
euer,second,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=neuter
eure,second,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=feminine
euren,second,plural,dependent,genitive,dependency=dative,dependency=plural
eurem,second,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=masculine
eurem,second,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=neuter
eurer,second,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=feminine
eurer,second,plural,dependent,genitive,dependency=genitive,dependency=plural
eures,second,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=masculine
eures,second,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=neuter
eurer,second,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=feminine
eure,second,plural,independent,genitive,dependency=nominative,dependency=plural
eurer,second,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=masculine
eures,second,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=neuter
eure,second,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=feminine
eure,second,plural,independent,genitive,dependency=accusative,dependency=plural
euren,second,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=masculine
eures,second,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=neuter
eure,second,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=feminine
euren,second,plural,independent,genitive,dependency=dative,dependency=plural
eurem,second,plural,independent,genitive,dependency=dative,dependency=singular,dependency=masculine
eurem,second,plural,independent,genitive,dependency=dative,dependency=singular,dependency=neuter
eurer,second,plural,independent,genitive,dependency=dative,dependency=singular,dependency=feminine
eurer,second,plural,independent,genitive,dependency=genitive,dependency=plural
eures,second,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=masculine
eures,second,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=neuter
eurer,second,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=feminine
ihre,third,plural,dependent,genitive,dependency=nominative,dependency=plural
ihr,third,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=masculine
ihr,third,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=neuter
ihre,third,plural,dependent,genitive,dependency=nominative,dependency=singular,dependency=feminine
ihre,third,plural,dependent,genitive,dependency=accusative,dependency=plural
ihren,third,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=masculine
ihr,third,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=neuter
ihre,third,plural,dependent,genitive,dependency=accusative,dependency=singular,dependency=feminine
ihren,third,plural,dependent,genitive,dependency=dative,dependency=plural
ihrem,third,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=masculine
ihrem,third,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=neuter
ihrer,third,plural,dependent,genitive,dependency=dative,dependency=singular,dependency=feminine
ihrer,third,plural,dependent,genitive,dependency=genitive,dependency=plural
ihres,third,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=masculine
ihres,third,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=neuter
ihrer,third,plural,dependent,genitive,dependency=genitive,dependency=singular,dependency=feminine
ihre,third,plural,independent,genitive,dependency=nominative,dependency=plural
ihrer,third,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=masculine
ihres,third,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=neuter
ihre,third,plural,independent,genitive,dependency=nominative,dependency=singular,dependency=feminine
ihre,third,plural,independent,genitive,dependency=accusative,dependency=plural
ihren,third,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=masculine
ihres,third,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=neuter
ihre,third,plural,independent,genitive,dependency=accusative,dependency=singular,dependency=feminine
ihren,third,plural,independent,genitive,dependency=dative,dependency=plural
ihrem,third,plural,independent,genitive,dependency=dative,dependency=singular,dependency=masculine
ihrem,third,plural,independent,genitive,dependency=dative,dependency=singular,dependency=neuter
ihrer,third,plural,independent,genitive,dependency=dative,dependency=singular,dependency=feminine
ihrer,third,plural,independent,genitive,dependency=genitive,dependency=plural
ihres,third,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=masculine
ihres,third,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=neuter
ihrer,third,plural,independent,genitive,dependency=genitive,dependency=singular,dependency=feminine
seine,third,singular,gender,dependent,genitive,dependency=nominative,dependency=plural
sein,third,singular,gender,dependent,genitive,dependency=nominative,dependency=singular,dependency=masculine
sein,third,singular,gender,dependent,genitive,dependency=nominative,dependency=singular,dependency=neuter
seine,third,singular,gender,dependent,genitive,dependency=nominative,dependency=singular,dependency=feminine
seine,third,singular,gender,dependent,genitive,dependency=accusative,dependency=plural
seinen,third,singular,gender,dependent,genitive,dependency=accusative,dependency=singular,dependency=masculine
sein,third,singular,gender,dependent,genitive,dependency=accusative,dependency=singular,dependency=neuter
seine,third,singular,gender,dependent,genitive,dependency=accusative,dependency=singular,dependency=feminine
seinen,third,singular,gender,dependent,genitive,dependency=dative,dependency=plural
seinem,third,singular,gender,dependent,genitive,dependency=dative,dependency=singular,dependency=masculine
seinem,third,singular,gender,dependent,genitive,dependency=dative,dependency=singular,dependency=neuter
seiner,third,singular,gender,dependent,genitive,dependency=dative,dependency=singular,dependency=feminine
seiner,third,singular,gender,dependent,genitive,dependency=genitive,dependency=plural
seines,third,singular,gender,dependent,genitive,dependency=genitive,dependency=singular,dependency=masculine
seines,third,singular,gender,dependent,genitive,dependency=genitive,dependency=singular,dependency=neuter
seiner,third,singular,gender,dependent,genitive,dependency=genitive,dependency=singular,dependency=feminine
seine,third,singular,gender,independent,genitive,dependency=nominative,dependency=plural
seiner,third,singular,gender,independent,genitive,dependency=nominative,dependency=singular,dependency=masculine
seins,third,singular,gender,independent,genitive,dependency=nominative,dependency=singular,dependency=neuter
seine,third,singular,gender,independent,genitive,dependency=nominative,dependency=singular,dependency=feminine
seine,third,singular,gender,independent,genitive,dependency=accusative,dependency=plural
seinen,third,singular,gender,independent,genitive,dependency=accusative,dependency=singular,dependency=masculine
seins,third,singular,gender,independent,genitive,dependency=accusative,dependency=singular,dependency=neuter
seine,third,singular,gender,independent,genitive,dependency=accusative,dependency=singular,dependency=feminine
seinen,third,singular,gender,independent,genitive,dependency=dative,dependency=plural
seinem,third,singular,gender,independent,genitive,dependency=dative,dependency=singular,dependency=masculine
seinem,third,singular,gender,independent,genitive,dependency=dative,dependency=singular,dependency=neuter
seiner,third,singular,gender,independent,genitive,dependency=dative,dependency=singular,dependency=feminine
seiner,third,singular,gender,independent,genitive,dependency=genitive,dependency=plural
seines,third,singular,gender,independent,genitive,dependency=genitive,dependency=singular,dependency=masculine
seines,third,singular,gender,independent,genitive,dependency=genitive,dependency=singular,dependency=neuter
seiner,third,singular,gender,independent,genitive,dependency=genitive,dependency=singular,dependency=feminine
ihre,third,singular,feminine,dependent,genitive,dependency=nominative,dependency=plural
ihr,third,singular,feminine,dependent,genitive,dependency=nominative,dependency=singular,dependency=masculine
ihr,third,singular,feminine,dependent,genitive,dependency=nominative,dependency=singular,dependency=neuter
ihre,third,singular,feminine,dependent,genitive,dependency=nominative,dependency=singular,dependency=feminine
ihre,third,singular,feminine,dependent,genitive,dependency=accusative,dependency=plural
ihren,third,singular,feminine,dependent,genitive,dependency=accusative,dependency=singular,dependency=masculine
ihr,third,singular,feminine,dependent,genitive,dependency=accusative,dependency=singular,dependency=neuter
ihre,third,singular,feminine,dependent,genitive,dependency=accusative,dependency=singular,dependency=feminine
ihren,third,singular,feminine,dependent,genitive,dependency=dative,dependency=plural
ihrem,third,singular,feminine,dependent,genitive,dependency=dative,dependency=singular,dependency=masculine
ihrem,third,singular,feminine,dependent,genitive,dependency=dative,dependency=singular,dependency=neuter
ihrer,third,singular,feminine,dependent,genitive,dependency=dative,dependency=singular,dependency=feminine
ihrer,third,singular,feminine,dependent,genitive,dependency=genitive,dependency=plural
ihres,third,singular,feminine,dependent,genitive,dependency=genitive,dependency=singular,dependency=masculine
ihres,third,singular,feminine,dependent,genitive,dependency=genitive,dependency=singular,dependency=neuter
ihrer,third,singular,feminine,dependent,genitive,dependency=genitive,dependency=singular,dependency=feminine
ihre,third,singular,feminine,independent,genitive,dependency=nominative,dependency=plural
ihrer,third,singular,feminine,independent,genitive,dependency=nominative,dependency=singular,dependency=masculine
ihres,third,singular,feminine,independent,genitive,dependency=nominative,dependency=singular,dependency=neuter
ihre,third,singular,feminine,independent,genitive,dependency=nominative,dependency=singular,dependency=feminine
ihre,third,singular,feminine,independent,genitive,dependency=accusative,dependency=plural
ihren,third,singular,feminine,independent,genitive,dependency=accusative,dependency=singular,dependency=masculine
ihres,third,singular,feminine,independent,genitive,dependency=accusative,dependency=singular,dependency=neuter
ihre,third,singular,feminine,independent,genitive,dependency=accusative,dependency=singular,dependency=feminine
ihren,third,singular,feminine,independent,genitive,dependency=dative,dependency=plural
ihrem,third,singular,feminine,independent,genitive,dependency=dative,dependency=singular,dependency=masculine
ihrem,third,singular,feminine,independent,genitive,dependency=dative,dependency=singular,dependency=neuter
ihrer,third,singular,feminine,independent,genitive,dependency=dative,dependency=singular,dependency=feminine
ihrer,third,singular,feminine,independent,genitive,dependency=genitive,dependency=plural
ihres,third,singular,feminine,independent,genitive,dependency=genitive,dependency=singular,dependency=masculine
ihres,third,singular,feminine,independent,genitive,dependency=genitive,dependency=singular,dependency=neuter
ihrer,third,singular,feminine,independent,genitive,dependency=genitive,dependency=singular,dependency=feminine
sich,third,number,gender,reflexive
dich,second,singular,masculine,reflexive
sich,second,singular,neuter,reflexive
euch,second,singular,feminine,reflexive
sich,second,plural,gender,reflexive
mich,first,singular,gender,reflexive
uns,first,plural,gender,reflexive
