ਮੈਂ,first,singular,direct
ਮੈਨੂੰ,first,singular,dative
ਅਸੀਂ,first,plural,direct
ਸਾਨੂੰ,first,plural,dative
ਮੇਰਾ,first,singular,genitive,dependency=singular,dependency=masculine
ਮੇਰੇ,first,singular,genitive,dependency=plural,dependency=masculine
ਮੇਰੀ,first,singular,genitive,dependency=singular,dependency=feminine
ਮੇਰੀ,first,singular,genitive,dependency=plural,dependency=feminine
ਸਾਡਾ,first,plural,genitive,dependency=singular,dependency=masculine
ਸਾਡੇ,first,plural,genitive,dependency=plural,dependency=masculine
ਸਾਡੀ,first,plural,genitive,dependency=singular,dependency=feminine
ਸਾਡੀ,first,plural,genitive,dependency=plural,dependency=feminine
ਤੂੰ,second,singular,direct,casual
ਤੈਨੂੰ,second,singular,dative,casual
ਤੁਸੀਂ,second,number,direct,formal
ਤੁਸੀਂ,second,plural,direct,casual
ਤੁਹਾਨੂੰ,second,number,dative,formal
ਤੁਹਾਨੂੰ,second,plural,dative,casual
ਤੇਰਾ,second,singular,genitive,casual,dependency=singular,dependency=masculine
ਤੇਰੇ,second,singular,genitive,casual,dependency=plural,dependency=masculine
ਤੇਰੀ,second,singular,genitive,casual,dependency=singular,dependency=feminine
ਤੇਰੀ,second,singular,genitive,casual,dependency=plural,dependency=feminine
ਤੁਹਾਡਾ,second,number,genitive,formal,dependency=singular,dependency=masculine
ਤੁਹਾਡੇ,second,number,genitive,formal,dependency=plural,dependency=masculine
ਤੁਹਾਡੀ,second,number,genitive,formal,dependency=singular,dependency=feminine
ਤੁਹਾਡੀ,second,number,genitive,formal,dependency=plural,dependency=feminine
ਆਪ,person,number,direct,reflexive
ਆਪਣਾ,person,number,genitive,reflexive,dependency=singular,dependency=masculine
ਆਪਣੇ,person,number,genitive,reflexive,dependency=plural,dependency=masculine
ਆਪਣੀ,person,number,genitive,reflexive,dependency=singular,dependency=feminine
ਆਪਣੀ,person,number,genitive,reflexive,dependency=plural,dependency=feminine
